FarmerID,FarmID,Region,County,Crop,Variety,FarmSize,SoilType,Rainfall,Temperature,FertilizerUsed,PesticideUsed,IrrigationMethod,LaborHours,PlantingDate,HarvestDate,Production,MarketPrice,Revenue,FarmerAge,FarmerGender,FarmingExperience,TrainingReceived,YieldCategory
136,F1136,Nyanza,Kisumu,Potatoes,Hybrid A,14.98,Silt,1425.5,25.9,448.8,49.5,Rain-fed,749.2,2024-08-22,2025-01-11,4126.0,31.32,129226.32,61,Male,20,Yes,Medium
137,F1137,Eastern,Kilifi,Potatoes,Local,17.31,Silt,339.2,18.3,694.9,7.0,Drip,822.9,2024-05-14,2024-09-05,10353.9,31.74,328632.79,71,Male,37,No,High
138,F1138,Nyanza,Kilifi,Maize,Hybrid B,11.01,Silt,717.8,33.4,569.2,49.6,Drip,716.4,2024-05-23,2024-10-16,4124.0,48.93,201787.32,28,Male,10,No,Low
139,F1139,Coast,Nakuru,Wheat,Local,10.04,Sandy,1123.9,24.1,229.6,24.4,Rain-fed,875.5,2024-12-12,2025-04-11,4521.3,61.42,277698.25,74,Male,30,No,Low
140,F1140,Rift Valley,Nyeri,Potatoes,Hybrid B,4.75,Silt,887.4,30.8,185.2,44.7,Rain-fed,93.6,2024-09-30,2025-01-28,3506.3,46.85,164270.16,60,Female,2,Yes,Low
141,F1141,Coast,Kisumu,Beans,Local,0.51,Loam,1732.9,28.1,177.8,12.5,Sprinkler,681.3,2024-08-13,2024-12-19,1817.7,88.86,161520.82,61,Male,4,No,High
142,F1142,Western,Nakuru,Beans,Hybrid B,14.14,Silt,574.6,15.2,531.3,34.8,Rain-fed,988.7,2024-06-05,2024-11-14,2661.5,90.37,240519.76,47,Male,31,Yes,Low
143,F1143,Eastern,Kilifi,Sorghum,Hybrid B,14.75,Loam,363.9,25.6,264.4,0.4,Drip,468.1,2024-07-15,2024-10-04,3051.7,108.1,329888.77,66,Male,10,No,High
144,F1144,Western,Kisumu,Wheat,Local,17.27,Clay,338.7,20.0,98.4,32.2,Drip,575.7,2024-12-17,2025-04-22,7144.0,95.24,680394.56,58,Female,2,No,Low
145,F1145,Eastern,Machakos,Wheat,Hybrid A,10.44,Clay,1396.5,25.0,250.5,29.7,Rain-fed,987.5,2024-09-22,2025-02-16,7328.0,25.46,186570.88,40,Male,25,No,Medium
146,F1146,Central,Kisumu,Beans,Hybrid A,3.87,Loam,953.6,34.0,790.1,19.9,Sprinkler,647.1,2024-10-06,2025-03-12,3834.7,27.3,104687.31,52,Female,28,No,Low
147,F1147,Eastern,Nyeri,Rice,Improved,10.98,Loam,444.3,21.2,85.2,21.9,Drip,105.0,2024-11-23,2025-04-10,6662.4,27.9,185880.96,25,Female,8,No,High
148,F1148,Coast,Nakuru,Beans,Improved,6.53,Sandy,1386.7,25.5,597.7,39.1,Sprinkler,208.6,2024-11-07,2025-01-23,5230.9,31.94,167074.95,28,Female,8,Yes,Medium
149,F1149,Nyanza,Kisumu,Maize,Improved,10.72,Clay,620.7,22.4,780.5,12.8,Rain-fed,899.6,2024-08-07,2024-11-19,5680.9,82.75,470094.47,63,Male,15,Yes,Low
150,F1150,Central,Nyeri,Sorghum,Improved,1.4,Clay,782.4,21.4,737.8,20.8,Sprinkler,307.7,2024-01-07,2024-04-17,2912.6,37.9,110387.54,24,Female,8,Yes,Low
151,F1151,Rift Valley,Kisumu,Maize,Improved,10.56,Loam,273.5,22.4,332.7,14.6,Sprinkler,752.6,2024-04-24,2024-10-13,6484.6,107.7,698391.42,35,Female,24,No,Low
152,F1152,Coast,Kilifi,Maize,Local,16.02,Loam,440.9,30.2,747.3,18.8,Sprinkler,148.8,2024-10-06,2025-03-22,7640.2,22.39,171064.08,53,Male,27,No,Low
153,F1153,Rift Valley,Machakos,Sorghum,Hybrid A,5.96,Loam,270.2,25.1,200.5,31.9,Flood,121.1,2024-03-13,2024-08-21,2374.1,104.55,248212.15,56,Male,28,Yes,Low
154,F1154,Western,Kisumu,Beans,Hybrid A,17.09,Clay,1681.7,17.7,326.5,38.5,Rain-fed,197.6,2024-05-29,2024-09-09,6264.9,103.19,646475.03,30,Female,30,No,Medium
155,F1155,Central,Meru,Sorghum,Local,7.49,Loam,1432.5,19.3,372.5,42.8,Drip,136.7,2024-03-02,2024-07-18,5810.4,66.33,385403.83,35,Female,26,Yes,High
156,F1156,Nyanza,Meru,Maize,Improved,16.49,Loam,478.2,31.1,762.6,7.0,Rain-fed,108.6,2024-06-02,2024-09-13,7994.2,105.46,843068.33,69,Male,9,Yes,Medium
157,F1157,Central,Nakuru,Beans,Improved,12.79,Clay,1231.5,16.8,474.2,42.4,Sprinkler,166.4,2024-07-09,2024-12-13,8362.2,45.88,383657.74,49,Male,11,No,High
158,F1158,Rift Valley,Machakos,Beans,Hybrid A,1.07,Clay,1293.1,27.9,154.8,24.9,Flood,107.9,2024-07-21,2024-12-01,1533.8,41.47,63606.69,37,Female,9,No,Low
159,F1159,Coast,Kisumu,Wheat,Improved,10.75,Sandy,1209.2,33.3,645.7,25.1,Flood,306.9,2024-11-25,2025-05-16,8649.5,99.48,860452.26,21,Female,39,Yes,Low
160,F1160,Eastern,Nakuru,Beans,Hybrid B,16.27,Sandy,954.7,25.7,298.8,39.6,Rain-fed,775.8,2024-05-23,2024-08-08,4632.2,78.4,363164.48,34,Female,23,Yes,Low
161,F1161,Rift Valley,Nyeri,Potatoes,Hybrid B,6.7,Clay,1381.0,31.7,299.9,40.5,Flood,565.0,2024-05-01,2024-09-23,4691.4,79.16,371371.22,31,Female,3,Yes,Low
162,F1162,Eastern,Kisumu,Sorghum,Hybrid B,4.77,Sandy,1042.3,16.2,20.5,7.4,Drip,785.6,2024-04-29,2024-09-23,1756.2,111.79,196325.6,74,Female,5,No,High
163,F1163,Western,Kilifi,Wheat,Local,11.93,Clay,738.5,29.1,271.6,28.1,Sprinkler,262.1,2024-12-05,2025-04-04,6631.6,117.59,779809.84,57,Male,25,No,High
164,F1164,Nyanza,Nakuru,Beans,Local,2.98,Clay,1366.1,27.8,760.1,5.2,Flood,183.6,2024-12-18,2025-04-04,3458.3,114.87,397254.92,67,Male,16,No,Medium
165,F1165,Western,Nakuru,Rice,Hybrid B,17.76,Clay,342.0,28.9,573.0,17.5,Rain-fed,734.4,2024-03-26,2024-08-24,11028.8,83.91,925426.61,23,Female,29,No,Low
166,F1166,Nyanza,Kilifi,Sorghum,Hybrid B,17.69,Clay,762.0,24.0,312.8,40.0,Rain-fed,330.2,2024-07-30,2024-12-10,9905.8,102.88,1019108.7,40,Female,7,Yes,Medium
167,F1167,Nyanza,Machakos,Sorghum,Hybrid A,3.64,Silt,320.0,33.8,754.6,8.2,Flood,199.2,2024-03-28,2024-07-24,2696.1,117.8,317600.58,26,Female,14,Yes,Medium
168,F1168,Central,Machakos,Potatoes,Improved,14.58,Clay,1368.0,16.1,226.9,0.2,Rain-fed,329.8,2024-12-22,2025-05-11,4515.6,48.15,217426.14,62,Female,13,Yes,Low
169,F1169,Western,Machakos,Sorghum,Local,12.94,Loam,1763.3,27.8,389.4,19.4,Sprinkler,891.2,2024-04-15,2024-07-15,8505.9,31.55,268361.15,43,Male,29,Yes,Medium
170,F1170,Central,Nakuru,Sorghum,Local,5.64,Silt,1539.3,34.4,460.1,29.5,Rain-fed,848.8,2024-08-13,2024-12-20,4645.5,35.11,163103.51,72,Female,35,No,High
171,F1171,Nyanza,Nyeri,Sorghum,Hybrid B,6.33,Loam,831.7,34.0,686.1,22.5,Drip,973.6,2024-04-30,2024-09-07,4424.2,23.47,103835.97,71,Male,9,Yes,Medium
172,F1172,Coast,Nakuru,Maize,Improved,8.99,Silt,1795.6,26.0,509.2,42.8,Flood,921.3,2024-02-10,2024-07-16,4379.6,103.41,452894.44,20,Female,8,No,Low
173,F1173,Central,Kisumu,Potatoes,Local,11.96,Silt,1413.4,20.3,752.9,32.7,Flood,85.6,2024-03-16,2024-08-05,7092.8,112.49,797869.07,37,Female,10,No,Low
174,F1174,Rift Valley,Kisumu,Rice,Local,13.97,Silt,278.9,32.2,390.7,34.2,Drip,177.7,2024-07-21,2024-11-10,4827.7,46.86,226226.02,67,Female,21,No,High
175,F1175,Nyanza,Kisumu,Maize,Hybrid B,13.09,Loam,500.7,21.2,184.9,25.3,Drip,791.5,2024-08-01,2024-12-26,6861.0,102.4,702566.4,53,Male,12,Yes,Low
176,F1176,Western,Nyeri,Wheat,Hybrid A,1.14,Loam,280.9,19.8,301.1,24.4,Flood,218.7,2024-01-30,2024-05-10,1136.5,39.91,45357.71,75,Female,38,No,Medium
177,F1177,Eastern,Nyeri,Beans,Hybrid B,17.94,Clay,1398.3,28.6,557.3,13.5,Flood,537.6,2024-03-24,2024-09-17,7274.6,48.51,352890.85,75,Male,31,Yes,High
178,F1178,Coast,Kilifi,Rice,Improved,16.12,Silt,558.0,32.0,494.5,22.9,Drip,493.4,2024-03-29,2024-08-22,8699.5,114.3,994352.85,63,Female,38,Yes,Low
179,F1179,Coast,Nakuru,Wheat,Hybrid A,19.35,Sandy,1543.0,34.8,457.9,32.0,Sprinkler,298.1,2024-09-18,2025-02-19,6542.5,79.38,519343.65,65,Female,13,Yes,High
180,F1180,Coast,Nakuru,Sorghum,Improved,16.21,Sandy,1483.8,20.2,488.0,20.9,Flood,749.9,2024-05-03,2024-07-19,9198.1,86.05,791496.51,57,Male,22,Yes,High
181,F1181,Coast,Nyeri,Beans,Local,15.81,Loam,1650.4,24.4,544.1,37.0,Drip,949.6,2024-09-30,2025-02-28,10623.7,70.73,751414.3,41,Male,15,No,Low
182,F1182,Western,Nakuru,Sorghum,Hybrid A,15.87,Silt,730.1,32.8,223.2,25.0,Flood,553.3,2024-06-06,2024-10-07,9324.6,49.41,460728.49,46,Male,10,Yes,Low
183,F1183,Eastern,Nakuru,Wheat,Local,19.75,Clay,1628.6,21.3,789.6,2.9,Flood,309.9,2024-06-24,2024-10-24,13318.9,34.32,457104.65,68,Male,37,Yes,Medium
184,F1184,Central,Nyeri,Beans,Local,12.48,Loam,1213.6,32.8,334.6,37.8,Drip,67.0,2024-02-15,2024-05-11,5126.1,116.53,597344.43,20,Male,15,No,Medium
185,F1185,Rift Valley,Machakos,Sorghum,Local,7.98,Silt,1141.9,32.8,150.3,49.8,Sprinkler,996.3,2024-03-07,2024-05-29,3089.9,102.38,316343.96,51,Female,13,Yes,Medium
186,F1186,Central,Kisumu,Sorghum,Hybrid A,4.87,Silt,1775.8,32.5,184.7,12.8,Rain-fed,614.2,2024-01-10,2024-04-18,3457.6,22.19,76724.14,23,Male,2,Yes,High
187,F1187,Coast,Kilifi,Maize,Local,9.16,Silt,397.8,28.2,217.1,33.1,Sprinkler,641.7,2024-02-29,2024-07-01,2464.1,90.19,222237.18,64,Male,27,Yes,High
188,F1188,Nyanza,Meru,Rice,Improved,6.01,Sandy,1455.6,18.2,408.2,27.4,Drip,703.8,2024-11-12,2025-02-05,4893.0,80.9,395843.7,50,Female,16,Yes,Low
189,F1189,Nyanza,Nakuru,Sorghum,Hybrid A,18.18,Sandy,1536.4,27.9,541.8,22.8,Sprinkler,300.9,2024-12-09,2025-02-28,4618.7,34.91,161238.82,23,Male,12,Yes,Medium
190,F1190,Central,Meru,Sorghum,Hybrid B,13.7,Sandy,881.6,22.2,110.4,21.9,Sprinkler,884.6,2024-07-03,2024-12-22,8364.5,105.12,879276.24,25,Female,22,Yes,Low
191,F1191,Coast,Meru,Maize,Hybrid B,19.27,Loam,634.9,34.6,320.9,42.2,Rain-fed,445.2,2024-07-24,2024-11-22,10706.6,105.07,1124942.46,57,Female,37,No,Low
192,F1192,Eastern,Machakos,Wheat,Hybrid A,15.69,Silt,1178.2,23.8,692.8,3.2,Sprinkler,61.7,2024-11-08,2025-03-06,9517.1,108.0,1027846.8,75,Male,22,Yes,Medium
193,F1193,Nyanza,Nyeri,Maize,Hybrid A,5.35,Clay,753.2,25.1,547.5,23.5,Flood,875.9,2024-12-04,2025-05-16,4459.7,58.49,260847.85,24,Female,21,Yes,Medium
194,F1194,Western,Nyeri,Wheat,Hybrid A,10.39,Silt,1080.8,23.9,315.3,5.9,Flood,758.0,2024-05-22,2024-08-06,2752.3,101.71,279936.43,21,Male,26,No,Low
195,F1195,Nyanza,Nyeri,Beans,Improved,0.5,Sandy,345.4,22.3,491.3,2.7,Drip,852.1,2024-10-12,2025-03-01,1378.1,81.91,112880.17,41,Female,24,No,Low
196,F1196,Nyanza,Nyeri,Rice,Hybrid A,13.35,Loam,203.5,32.9,297.0,24.6,Flood,151.6,2024-02-19,2024-08-04,7377.8,83.37,615087.19,59,Male,13,Yes,Medium
197,F1197,Coast,Kilifi,Potatoes,Hybrid A,16.58,Silt,504.9,24.1,283.6,29.5,Drip,965.7,2024-04-20,2024-08-26,2698.4,95.71,258263.86,20,Male,36,No,High
198,F1198,Central,Machakos,Sorghum,Local,15.73,Silt,1656.3,23.4,559.6,30.4,Drip,309.9,2024-09-04,2025-01-17,10371.0,37.37,387564.27,41,Female,29,Yes,Low
199,F1199,Coast,Kilifi,Potatoes,Hybrid B,14.15,Clay,1397.5,19.2,253.2,35.7,Sprinkler,925.1,2024-07-30,2024-12-24,9089.5,90.15,819418.43,28,Male,33,No,High
200,F1200,Coast,Nyeri,Rice,Improved,7.37,Loam,968.6,25.5,465.1,1.3,Drip,100.4,2024-02-29,2024-08-14,3894.6,86.72,337739.71,23,Male,18,Yes,Medium
201,F1201,Rift Valley,Machakos,Maize,Hybrid B,3.36,Silt,299.3,19.8,631.8,39.2,Sprinkler,708.3,2024-12-15,2025-03-27,2717.4,40.4,109782.96,23,Female,25,No,High
202,F1202,Western,Meru,Sorghum,Local,1.55,Clay,1389.9,30.5,178.4,48.2,Sprinkler,476.4,2024-06-09,2024-10-27,2286.2,106.88,244349.06,63,Male,12,Yes,High
203,F1203,Rift Valley,Nakuru,Rice,Improved,7.86,Clay,885.6,15.8,454.1,46.4,Rain-fed,785.0,2024-09-20,2024-12-14,4632.3,33.01,152912.22,60,Female,32,No,Low
204,F1204,Nyanza,Nyeri,Wheat,Hybrid A,10.75,Sandy,1731.2,19.4,426.1,10.7,Sprinkler,364.5,2024-12-28,2025-04-17,3988.0,98.63,393336.44,38,Male,40,No,High
205,F1205,Eastern,Nakuru,Sorghum,Local,2.74,Silt,753.6,33.3,207.5,47.2,Flood,293.8,2024-11-28,2025-02-07,2545.9,84.23,214441.16,66,Female,2,No,High
206,F1206,Central,Meru,Potatoes,Hybrid A,9.99,Loam,674.3,19.2,528.2,31.5,Drip,871.7,2024-09-17,2025-01-22,2822.8,52.03,146870.28,47,Male,14,No,High
207,F1207,Eastern,Kisumu,Potatoes,Hybrid A,13.88,Clay,238.0,33.2,579.2,20.4,Flood,648.7,2024-02-06,2024-07-20,2987.9,23.79,71082.14,47,Female,2,No,High
208,F1208,Central,Kisumu,Potatoes,Hybrid A,0.62,Sandy,1352.5,30.7,69.3,15.1,Rain-fed,317.4,2024-03-01,2024-07-17,1284.9,94.6,121551.54,48,Female,26,Yes,Medium
209,F1209,Coast,Meru,Rice,Local,4.79,Loam,1394.8,26.1,641.5,27.8,Rain-fed,89.7,2024-03-21,2024-08-06,3516.8,104.95,369088.16,56,Female,35,Yes,Medium
210,F1210,Eastern,Meru,Beans,Hybrid B,14.96,Sandy,1361.5,18.9,185.2,9.1,Rain-fed,858.8,2024-04-17,2024-09-29,9280.1,110.56,1026007.86,55,Female,36,Yes,Medium
211,F1211,Coast,Kilifi,Beans,Hybrid A,5.39,Sandy,515.9,27.4,472.9,45.0,Sprinkler,511.6,2024-12-09,2025-02-25,2790.7,115.15,321349.1,41,Female,38,Yes,High
212,F1212,Coast,Kilifi,Sorghum,Improved,16.25,Sandy,1733.9,31.8,151.5,6.7,Sprinkler,884.0,2024-10-17,2025-02-10,9628.9,51.32,494155.15,49,Female,23,No,Medium
213,F1213,Nyanza,Meru,Rice,Hybrid A,3.93,Loam,1170.6,32.8,676.6,42.5,Rain-fed,822.0,2024-10-09,2024-12-31,2890.2,105.87,305985.47,57,Female,38,Yes,Low
214,F1214,Eastern,Nyeri,Sorghum,Local,11.1,Clay,1798.0,24.3,388.2,25.5,Flood,395.7,2024-10-09,2025-01-20,5214.3,97.52,508498.54,20,Male,40,Yes,High
215,F1215,Coast,Machakos,Rice,Hybrid A,3.6,Clay,1106.2,30.2,461.3,11.6,Sprinkler,401.0,2024-03-12,2024-07-17,2369.2,107.22,254025.62,22,Male,34,No,Medium
216,F1216,Coast,Kisumu,Sorghum,Local,17.69,Clay,263.8,22.5,525.8,18.9,Rain-fed,540.8,2024-08-28,2025-01-03,11586.3,30.32,351296.62,44,Male,34,No,Medium
217,F1217,Eastern,Nakuru,Potatoes,Local,15.96,Clay,1619.5,18.0,25.1,7.9,Rain-fed,678.1,2024-06-25,2024-11-04,6273.4,108.2,678781.88,46,Female,8,No,High
218,F1218,Nyanza,Nyeri,Beans,Hybrid B,4.61,Loam,458.0,32.8,670.0,7.3,Drip,295.3,2024-09-02,2025-01-11,2178.6,22.24,48452.06,31,Female,39,Yes,High
219,F1219,Eastern,Meru,Wheat,Hybrid B,6.03,Clay,337.2,27.5,370.4,25.5,Drip,738.0,2024-12-04,2025-05-28,4212.5,119.28,502467.0,41,Female,39,Yes,Low
220,F1220,Eastern,Nyeri,Maize,Hybrid B,3.08,Silt,226.5,33.0,427.7,30.0,Rain-fed,138.5,2024-07-12,2024-11-08,2379.1,110.93,263913.56,62,Male,39,Yes,High
221,F1221,Western,Machakos,Rice,Hybrid A,10.68,Silt,792.6,17.7,53.9,23.9,Drip,914.6,2024-11-28,2025-04-02,2870.8,72.98,209510.98,25,Female,39,No,Medium
222,F1222,Coast,Meru,Sorghum,Local,14.33,Silt,1463.1,22.2,470.8,7.7,Sprinkler,298.2,2024-04-06,2024-06-15,3312.1,31.78,105258.54,54,Female,37,No,High
223,F1223,Nyanza,Nyeri,Wheat,Local,8.25,Sandy,525.9,26.6,450.6,38.7,Flood,749.0,2024-05-21,2024-10-25,2748.6,75.76,208233.94,74,Male,15,No,High
224,F1224,Coast,Nakuru,Beans,Improved,4.68,Loam,840.9,31.1,284.0,41.2,Flood,929.6,2024-03-23,2024-06-13,3311.5,75.06,248561.19,47,Male,5,No,Low
225,F1225,Rift Valley,Kilifi,Potatoes,Hybrid A,12.38,Clay,1359.2,27.8,745.9,21.9,Drip,858.0,2024-07-08,2024-09-26,7793.8,60.06,468095.63,71,Female,13,Yes,High
226,F1226,Eastern,Nakuru,Rice,Improved,14.12,Sandy,1184.3,28.4,545.7,20.3,Drip,541.9,2024-09-18,2025-02-01,7977.9,55.97,446523.06,67,Male,6,No,High
227,F1227,Western,Nyeri,Maize,Local,7.29,Clay,1741.3,23.1,235.7,5.3,Rain-fed,528.0,2024-10-13,2025-03-06,3185.0,80.64,256838.4,41,Male,33,No,High
228,F1228,Western,Kilifi,Wheat,Hybrid A,14.04,Silt,1745.7,17.3,459.3,3.4,Drip,693.1,2024-10-21,2025-01-31,8968.5,97.0,869944.5,34,Female,27,No,High
229,F1229,Rift Valley,Nakuru,Potatoes,Hybrid B,14.17,Silt,621.4,21.3,244.1,10.9,Sprinkler,223.6,2024-10-01,2024-12-11,7636.3,59.89,457338.01,67,Male,32,Yes,Low
230,F1230,Central,Nakuru,Maize,Improved,4.53,Loam,524.4,30.3,214.8,27.1,Rain-fed,855.6,2024-05-03,2024-08-14,1579.0,81.86,129256.94,43,Female,32,No,Medium
231,F1231,Western,Machakos,Potatoes,Hybrid A,18.36,Sandy,648.4,22.9,193.2,34.3,Drip,484.3,2024-04-03,2024-09-17,2890.9,77.67,224536.2,27,Female,21,Yes,Low
232,F1232,Rift Valley,Meru,Rice,Improved,7.9,Sandy,361.2,22.3,302.0,24.9,Drip,448.1,2024-12-11,2025-03-17,2293.8,106.18,243555.68,68,Female,24,No,Medium
233,F1233,Eastern,Nyeri,Wheat,Improved,11.64,Clay,1766.8,17.9,555.1,48.0,Drip,499.3,2024-08-18,2024-11-19,7817.8,101.42,792881.28,20,Male,27,No,Low
234,F1234,Central,Machakos,Maize,Hybrid B,10.91,Loam,705.2,19.3,399.6,12.7,Rain-fed,477.4,2024-11-18,2025-04-03,7106.6,45.1,320507.66,41,Female,24,No,High
235,F1235,Eastern,Nyeri,Potatoes,Hybrid B,5.53,Sandy,231.7,22.1,114.6,33.7,Flood,786.0,2024-10-12,2025-04-03,3626.5,106.74,387092.61,48,Male,25,No,Medium
236,F1236,Western,Nakuru,Maize,Hybrid B,17.43,Sandy,1224.9,19.6,744.3,15.8,Sprinkler,724.9,2024-11-19,2025-02-15,9412.7,62.18,585281.69,58,Female,18,No,Medium
237,F1237,Coast,Kisumu,Sorghum,Hybrid A,19.33,Clay,862.4,18.3,163.4,5.2,Rain-fed,940.0,2024-10-27,2025-03-12,9878.4,22.31,220387.1,50,Male,2,No,High
238,F1238,Eastern,Kilifi,Rice,Improved,5.62,Clay,448.4,17.6,530.8,41.9,Rain-fed,83.4,2024-02-12,2024-05-05,2774.0,108.55,301117.7,42,Female,31,No,High
239,F1239,Coast,Kilifi,Sorghum,Improved,9.17,Sandy,1751.3,33.2,564.1,24.1,Drip,814.5,2024-05-19,2024-10-06,6112.4,37.7,230437.48,48,Female,24,No,Medium
240,F1240,Nyanza,Nakuru,Sorghum,Improved,0.71,Silt,1037.3,21.0,611.5,38.3,Sprinkler,617.2,2024-03-20,2024-07-06,2215.5,33.63,74507.26,70,Male,36,No,Low
241,F1241,Eastern,Kisumu,Maize,Improved,9.02,Clay,599.8,25.3,577.7,40.0,Sprinkler,320.4,2024-07-29,2024-12-17,6242.5,84.6,528115.5,67,Female,27,Yes,Low
242,F1242,Eastern,Kisumu,Maize,Hybrid B,6.15,Loam,1219.0,34.4,501.8,1.1,Rain-fed,318.0,2024-04-03,2024-06-29,4462.4,47.21,210669.9,28,Female,1,Yes,Low
243,F1243,Western,Kilifi,Maize,Local,10.12,Loam,747.1,31.9,263.0,47.6,Rain-fed,303.2,2024-03-18,2024-05-28,7185.0,99.95,718140.75,45,Male,35,No,Low
244,F1244,Western,Machakos,Beans,Hybrid A,5.38,Clay,810.5,24.2,29.8,38.5,Drip,499.2,2024-04-08,2024-10-02,3137.8,117.46,368565.99,63,Female,21,Yes,High
245,F1245,Central,Kilifi,Beans,Hybrid A,18.78,Clay,1033.5,27.7,217.6,16.2,Drip,804.7,2024-01-22,2024-07-05,4705.1,83.85,394522.64,57,Male,26,Yes,Low
246,F1246,Eastern,Machakos,Maize,Local,15.78,Loam,960.4,16.2,485.0,32.2,Rain-fed,169.5,2024-01-22,2024-06-14,3735.0,57.14,213417.9,34,Female,36,No,Medium
247,F1247,Western,Nyeri,Rice,Improved,13.94,Clay,773.1,26.3,125.1,27.2,Sprinkler,745.8,2024-04-08,2024-06-19,5501.7,109.87,604471.78,37,Male,5,Yes,Medium
248,F1248,Eastern,Nakuru,Potatoes,Local,5.64,Clay,787.4,21.4,20.6,3.2,Flood,230.4,2024-05-31,2024-11-21,2234.0,83.8,187209.2,63,Female,36,Yes,High
249,F1249,Eastern,Meru,Maize,Hybrid B,8.49,Loam,715.2,24.7,95.1,4.9,Flood,675.0,2024-05-24,2024-09-12,1634.8,85.89,140412.97,53,Female,4,No,Low
250,F1250,Central,Machakos,Sorghum,Hybrid A,1.88,Sandy,1688.3,26.2,182.8,46.9,Flood,830.9,2024-11-06,2025-04-16,2736.5,69.14,189201.61,70,Male,40,No,High
251,F1251,Coast,Meru,Potatoes,Improved,1.87,Clay,686.2,18.9,756.8,32.8,Drip,580.5,2024-01-21,2024-07-02,2306.6,116.06,267704.0,55,Female,7,No,High
252,F1252,Rift Valley,Kilifi,Beans,Improved,13.47,Sandy,1612.5,33.0,150.1,27.5,Sprinkler,852.6,2024-08-22,2025-01-28,5480.5,38.04,208478.22,46,Female,21,Yes,High
253,F1253,Western,Nakuru,Sorghum,Hybrid A,7.81,Sandy,1080.4,26.9,600.8,25.9,Sprinkler,56.2,2024-10-06,2025-01-11,4528.0,56.0,253568.0,34,Male,21,Yes,High
254,F1254,Eastern,Meru,Rice,Local,10.47,Clay,1113.1,19.7,465.9,40.6,Rain-fed,592.0,2024-05-21,2024-10-08,5166.3,29.43,152044.21,56,Male,5,No,Medium
255,F1255,Rift Valley,Nakuru,Sorghum,Improved,16.6,Loam,1303.4,30.6,469.5,46.1,Sprinkler,380.5,2024-03-29,2024-08-08,8447.8,110.77,935762.81,72,Female,27,Yes,Low
256,F1256,Central,Kisumu,Potatoes,Hybrid B,12.24,Sandy,218.3,25.0,626.4,11.0,Rain-fed,690.0,2024-11-30,2025-05-27,4346.5,58.25,253183.62,45,Female,39,Yes,Low
257,F1257,Nyanza,Machakos,Rice,Hybrid A,15.83,Silt,436.8,25.0,282.2,38.7,Drip,773.9,2024-08-09,2024-11-24,8315.4,67.59,562037.89,50,Male,32,No,High
258,F1258,Western,Kisumu,Sorghum,Hybrid A,11.44,Loam,1795.3,28.4,428.9,21.2,Sprinkler,231.0,2024-10-19,2025-01-22,4793.2,44.23,212003.24,42,Male,20,Yes,Medium
259,F1259,Eastern,Kilifi,Rice,Hybrid B,19.81,Loam,907.5,17.2,133.7,2.7,Drip,875.3,2024-11-11,2025-05-05,11006.4,24.49,269546.74,72,Female,1,No,High
260,F1260,Nyanza,Kisumu,Potatoes,Improved,9.28,Clay,236.4,28.9,183.0,33.4,Flood,603.9,2024-02-26,2024-06-14,2281.0,73.8,168337.8,62,Male,17,Yes,Low
261,F1261,Western,Kilifi,Rice,Local,15.89,Loam,1188.7,15.4,61.4,43.4,Flood,269.6,2024-05-25,2024-08-28,2413.8,85.48,206331.62,44,Male,21,No,High
262,F1262,Eastern,Nyeri,Rice,Local,4.14,Silt,1001.0,22.9,377.2,7.9,Sprinkler,700.1,2024-09-29,2024-12-19,1932.7,112.63,217680.0,42,Female,16,No,Low
263,F1263,Rift Valley,Meru,Beans,Local,17.63,Silt,1624.6,28.1,655.6,4.4,Flood,544.7,2024-11-16,2025-02-26,9108.7,22.95,209044.67,63,Male,27,Yes,High
264,F1264,Eastern,Nyeri,Potatoes,Hybrid B,19.43,Clay,1655.6,21.2,276.8,35.3,Drip,458.6,2024-03-19,2024-07-21,5521.5,74.22,409805.73,69,Male,37,Yes,Medium
265,F1265,Central,Kisumu,Wheat,Improved,10.89,Sandy,1351.1,23.9,163.6,46.7,Sprinkler,194.4,2024-02-04,2024-06-24,3103.3,103.95,322588.04,32,Male,9,Yes,Low
266,F1266,Rift Valley,Nakuru,Sorghum,Improved,5.7,Clay,1107.3,25.0,200.1,30.2,Sprinkler,224.8,2024-11-09,2025-04-06,3779.4,43.22,163345.67,44,Female,31,Yes,Low
267,F1267,Coast,Kilifi,Beans,Hybrid B,1.13,Loam,1423.3,18.5,31.7,47.7,Flood,873.8,2024-04-08,2024-07-15,1535.1,46.99,72134.35,51,Female,30,Yes,Medium
268,F1268,Coast,Nyeri,Potatoes,Hybrid A,1.32,Loam,1376.5,24.0,316.7,41.4,Rain-fed,883.9,2024-07-26,2025-01-11,2259.9,51.29,115910.27,35,Female,3,No,High
269,F1269,Eastern,Machakos,Rice,Hybrid A,4.2,Clay,903.3,24.3,709.8,32.3,Rain-fed,736.5,2024-11-18,2025-02-02,3102.7,97.37,302109.9,27,Male,38,Yes,Medium
270,F1270,Western,Nakuru,Rice,Local,9.29,Clay,486.2,29.4,480.4,6.2,Rain-fed,720.9,2024-07-30,2024-11-18,3068.5,91.26,280031.31,60,Female,6,No,High
271,F1271,Nyanza,Kilifi,Beans,Hybrid B,19.02,Clay,805.9,18.6,316.9,35.6,Flood,342.7,2024-09-18,2025-02-13,11822.7,96.83,1144792.04,66,Female,19,Yes,Low
