TransactionID,TransactionDate,CustomerID,BranchID,Region,AccountType,TransactionType,TransactionChannel,TransactionAmount,AccountBalance,CustomerAge,Gender,Occupation,MonthlyIncome,CreditScore,LoanStatus,AccountTenure,NumberOfTransactions,DigitalBankingUsage,CustomerSatisfaction,HighValueCustomer,FutureTransactionAmount
152,2024-08-11,C49069,B003,Coast,Savings,Loan Repayment,Mobile Banking,212053.36,385695.98,48,Male,Nurse,221248.61,352,No,18.9,71,37.5,4.9,No,184661.9
153,2025-11-27,C12647,B009,Central,Current,Deposit,ATM,238848.69,83176.09,40,Female,Nurse,342354.7,828,No,8.5,225,90.1,4.8,No,263911.57
154,2024-04-30,C11716,B012,Central,Current,Transfer,Branch,210427.43,1238071.13,29,Female,Teacher,455232.99,688,No,1.0,4,26.1,1.9,No,192351.98
155,2025-07-13,C10499,B008,Western,Fixed Deposit,Deposit,Mobile Banking,281488.9,438226.15,50,Female,Student,382097.29,566,Yes,16.1,92,35.0,4.4,Yes,249363.69
156,2025-06-12,C53492,B007,Nairobi,Fixed Deposit,Transfer,Internet Banking,272723.45,102996.79,75,Male,Nurse,86487.78,697,Yes,1.4,115,54.2,3.7,Yes,248786.57
157,2024-10-08,C10145,B009,Western,Current,Transfer,Internet Banking,452415.66,339977.77,44,Female,Civil Servant,122207.96,549,Yes,1.7,145,74.0,2.3,No,545733.11
158,2025-06-03,C73969,B012,Coast,Current,Transfer,Internet Banking,348188.75,442243.78,56,Female,Teacher,447586.75,467,No,9.3,247,79.8,4.7,No,393789.74
159,2025-06-30,C29211,B009,Western,Fixed Deposit,Bill Payment,Mobile Banking,483319.69,118774.74,19,Male,Nurse,315322.82,689,No,6.1,35,47.1,2.9,No,547595.08
160,2024-06-26,C12619,B003,Rift Valley,Current,Bill Payment,Mobile Banking,483996.33,276870.66,62,Male,Farmer,144770.56,568,Yes,17.6,77,63.2,2.9,No,582196.97
161,2024-11-10,C26755,B014,Rift Valley,Fixed Deposit,Bill Payment,ATM,260269.88,52231.1,24,Female,Civil Servant,357260.27,326,No,12.7,113,94.9,2.2,Yes,291777.53
162,2025-12-15,C32162,B008,Central,Current,Bill Payment,Internet Banking,298785.95,714531.14,49,Male,Business,45641.89,759,Yes,0.8,53,92.4,2.6,Yes,272234.2
163,2024-02-24,C72089,B002,Central,Savings,Deposit,ATM,499216.94,389087.25,70,Female,Student,347604.91,371,No,4.6,160,55.7,3.3,No,647485.16
164,2025-04-30,C11567,B015,Nairobi,Savings,Withdrawal,Mobile Banking,417572.8,160757.06,55,Female,Nurse,276139.41,530,No,6.0,241,72.6,4.7,No,365489.75
165,2024-02-11,C71756,B012,Nairobi,Savings,Bill Payment,Mobile Banking,473363.33,617983.61,43,Male,Civil Servant,494280.88,308,No,7.6,10,8.0,3.4,No,534658.31
166,2024-11-14,C37861,B007,Nairobi,Savings,Withdrawal,Branch,239300.65,1379624.19,60,Female,Student,70022.85,440,Yes,17.6,201,75.0,2.8,Yes,199579.48
167,2025-01-05,C12943,B012,Central,Savings,Withdrawal,Internet Banking,132230.58,768855.21,71,Female,Farmer,293843.95,594,No,3.5,255,10.9,2.1,Yes,143394.96
168,2025-03-17,C61281,B009,Western,Savings,Bill Payment,Mobile Banking,162533.13,551085.17,26,Male,Teacher,37281.69,452,No,18.8,116,87.4,1.3,Yes,202858.45
169,2024-01-09,C28420,B011,Western,Savings,Withdrawal,Branch,80764.33,276772.56,70,Male,Civil Servant,353724.41,404,No,13.4,185,55.0,1.9,Yes,76076.41
170,2024-06-29,C42556,B009,Nairobi,Current,Transfer,Internet Banking,334688.31,780541.37,28,Female,Farmer,346705.09,711,No,18.7,94,62.3,2.9,Yes,384890.23
171,2025-03-15,C36649,B005,Eastern,Current,Deposit,Mobile Banking,453458.52,1883248.27,35,Female,Teacher,250884.68,429,No,13.2,227,97.7,4.9,Yes,548608.08
172,2024-08-06,C76015,B007,Eastern,Fixed Deposit,Bill Payment,Branch,148006.02,1065719.17,75,Female,Student,377294.0,633,No,8.6,70,26.2,4.6,No,186604.21
173,2024-06-29,C26176,B002,Western,Current,Bill Payment,Branch,149021.95,1860241.53,44,Male,Teacher,101368.5,501,Yes,9.9,185,95.8,1.6,Yes,189155.12
174,2025-11-24,C38064,B008,Western,Fixed Deposit,Deposit,Internet Banking,177327.65,96157.47,58,Male,Civil Servant,158267.0,645,No,7.7,154,8.5,2.7,No,203129.55
175,2024-11-30,C29469,B008,Eastern,Savings,Bill Payment,Branch,188067.12,1023926.31,37,Female,Farmer,250210.84,795,No,19.9,164,66.0,3.9,No,172711.32
176,2025-04-18,C26572,B004,Rift Valley,Fixed Deposit,Transfer,Branch,191555.3,558271.92,18,Male,Farmer,344878.65,579,Yes,4.5,232,79.4,1.4,Yes,175202.21
177,2024-02-25,C39966,B007,Central,Savings,Bill Payment,ATM,476182.31,713615.77,56,Female,Nurse,181428.49,388,Yes,4.3,190,3.7,1.2,Yes,442547.74
178,2025-03-23,C83271,B010,Central,Current,Bill Payment,Mobile Banking,243291.5,990194.78,59,Female,Civil Servant,420461.96,662,Yes,5.8,156,26.0,1.9,No,288778.21
179,2025-02-05,C21660,B005,Rift Valley,Savings,Transfer,Internet Banking,331739.19,440016.35,49,Male,Nurse,371572.69,500,Yes,6.7,66,71.4,4.8,Yes,336476.77
180,2024-12-27,C81470,B004,Western,Savings,Withdrawal,Mobile Banking,444267.46,494453.66,59,Male,Student,342714.87,638,Yes,3.0,68,28.8,4.4,Yes,436425.27
181,2025-11-06,C84669,B012,Eastern,Current,Transfer,Branch,372002.86,821015.53,45,Male,Student,145761.58,691,No,19.7,109,95.3,4.5,No,417509.81
182,2024-06-18,C59587,B010,Nairobi,Fixed Deposit,Deposit,Internet Banking,53324.29,487822.58,62,Female,Civil Servant,136718.8,516,No,19.3,190,42.6,3.0,Yes,69307.57
183,2025-03-30,C45970,B004,Rift Valley,Fixed Deposit,Transfer,Mobile Banking,72262.5,404225.87,57,Male,Business,438408.81,545,No,16.2,37,64.7,3.2,No,86143.94
184,2025-03-18,C69081,B008,Nairobi,Fixed Deposit,Bill Payment,ATM,488062.41,1382196.87,64,Female,Civil Servant,232320.45,564,Yes,3.1,52,33.9,3.3,Yes,480930.74
185,2024-05-21,C78789,B005,Eastern,Fixed Deposit,Withdrawal,Mobile Banking,478358.82,146805.6,30,Male,Farmer,165814.0,850,No,6.9,59,31.8,4.1,Yes,387114.64
186,2024-05-09,C95026,B007,Eastern,Current,Deposit,Internet Banking,393122.49,1566529.29,39,Male,Farmer,163234.96,347,Yes,3.6,207,26.7,1.5,Yes,339788.51
187,2025-05-21,C27893,B009,Western,Savings,Loan Repayment,Internet Banking,7876.21,1665456.58,51,Female,Teacher,328311.5,824,No,6.1,296,22.5,1.6,No,8382.65
188,2024-11-30,C10279,B007,Rift Valley,Current,Bill Payment,Branch,201749.86,1864030.4,52,Male,Student,14645.59,461,No,6.1,148,12.3,1.5,Yes,181225.83
189,2025-01-03,C39680,B009,Western,Fixed Deposit,Loan Repayment,Mobile Banking,223249.82,490851.72,35,Male,Business,365847.35,482,No,9.1,235,70.7,1.7,Yes,193483.48
190,2024-10-07,C84579,B004,Central,Savings,Transfer,Branch,149275.68,1018134.01,70,Female,Civil Servant,379637.61,619,Yes,9.1,228,6.5,3.3,No,178528.02
191,2025-09-17,C40953,B012,Central,Current,Bill Payment,Mobile Banking,354209.36,414505.83,52,Male,Farmer,198843.15,849,No,19.3,88,8.4,4.2,No,429262.48
192,2024-10-07,C32997,B002,Eastern,Current,Deposit,Branch,307963.86,1019792.69,19,Male,Student,322748.54,760,Yes,7.4,191,82.7,3.9,Yes,398678.54
193,2025-08-06,C57981,B010,Coast,Current,Loan Repayment,Branch,216061.29,1994602.36,34,Male,Civil Servant,151535.32,659,No,14.1,280,21.3,3.2,Yes,200091.57
194,2024-12-28,C24560,B007,Nairobi,Current,Deposit,Internet Banking,419821.68,735306.26,42,Male,Nurse,460676.46,512,Yes,6.6,149,95.4,2.4,Yes,487235.78
195,2025-04-22,C53699,B007,Rift Valley,Current,Transfer,ATM,153167.48,1461850.17,19,Female,Business,206998.58,561,Yes,15.9,79,29.5,2.5,Yes,180929.31
196,2024-04-28,C81120,B008,Nairobi,Fixed Deposit,Deposit,Mobile Banking,222665.65,582476.81,36,Female,Nurse,279133.52,773,Yes,18.2,241,82.4,2.5,Yes,245148.45
197,2024-08-15,C53270,B001,Eastern,Savings,Deposit,ATM,335700.45,552961.3,54,Female,Farmer,400883.04,651,Yes,16.0,251,13.4,2.8,No,385240.59
198,2024-03-27,C43972,B007,Western,Fixed Deposit,Withdrawal,Mobile Banking,58821.83,179386.85,28,Male,Farmer,86689.68,767,No,17.8,93,15.2,2.8,Yes,57028.9
199,2025-04-06,C86692,B005,Nairobi,Savings,Transfer,Mobile Banking,361502.55,1135076.32,51,Male,Business,470621.81,723,No,4.0,54,38.0,2.0,Yes,424727.76
200,2025-08-08,C99264,B005,Eastern,Current,Withdrawal,Mobile Banking,479371.68,858330.15,35,Male,Teacher,299351.73,770,Yes,14.4,116,21.6,4.0,Yes,408798.67
201,2024-04-04,C70746,B005,Central,Savings,Bill Payment,Branch,169102.19,806769.89,28,Female,Teacher,491507.29,335,No,6.9,74,13.9,1.6,Yes,187429.4
202,2025-01-07,C80496,B002,Rift Valley,Savings,Loan Repayment,ATM,470625.51,1862494.61,32,Female,Business,177769.24,353,Yes,14.9,94,97.9,4.8,Yes,522930.2
203,2025-04-07,C41467,B009,Western,Current,Withdrawal,Internet Banking,269933.67,625416.51,31,Female,Civil Servant,116748.2,320,Yes,4.2,2,68.1,4.6,Yes,348998.83
204,2024-01-05,C93803,B009,Western,Savings,Loan Repayment,ATM,155519.4,1532323.61,65,Male,Farmer,38187.32,474,No,13.6,297,59.3,3.5,No,172289.81
205,2024-09-28,C69096,B013,Western,Fixed Deposit,Withdrawal,Branch,270317.09,725885.67,64,Male,Engineer,351048.34,568,No,4.3,109,90.0,2.5,Yes,235748.69
206,2024-09-03,C46567,B012,Western,Fixed Deposit,Withdrawal,ATM,8306.05,1508479.3,72,Male,Business,262596.16,778,No,5.2,85,90.6,3.3,No,10209.56
207,2025-02-24,C79415,B005,Western,Current,Transfer,Mobile Banking,283078.95,365935.93,59,Female,Nurse,452234.99,443,No,16.7,241,17.9,1.4,No,260296.76
208,2025-11-14,C97861,B007,Western,Current,Withdrawal,ATM,384566.85,706926.47,67,Male,Business,122072.12,736,Yes,6.1,157,19.4,1.9,Yes,431768.73
209,2024-08-20,C88250,B006,Western,Savings,Loan Repayment,ATM,347480.51,629228.18,61,Female,Nurse,257628.55,469,No,17.8,51,23.3,2.4,Yes,387470.96
210,2025-09-09,C34978,B012,Rift Valley,Current,Transfer,Branch,494989.12,837335.19,40,Male,Student,405327.55,707,Yes,18.2,110,46.1,3.6,No,473649.14
211,2024-12-01,C79641,B008,Eastern,Current,Bill Payment,ATM,450324.47,679993.46,39,Male,Farmer,24819.45,736,Yes,17.6,161,78.8,2.7,No,463747.57
212,2024-10-03,C31125,B015,Coast,Current,Loan Repayment,Branch,68763.41,323443.04,41,Male,Teacher,383419.89,546,No,12.1,148,55.1,3.5,Yes,65735.27
213,2025-06-20,C23288,B011,Coast,Current,Loan Repayment,Branch,456665.44,1521114.04,51,Male,Farmer,187850.3,825,Yes,9.0,183,11.7,2.1,No,475135.08
214,2025-06-11,C88568,B001,Nairobi,Fixed Deposit,Deposit,Mobile Banking,167598.0,553184.05,68,Male,Teacher,495174.33,794,No,3.5,289,20.1,2.8,Yes,177262.48
215,2024-12-13,C53568,B005,Central,Fixed Deposit,Transfer,Internet Banking,23584.64,1669494.35,40,Male,Farmer,179108.03,452,No,1.4,166,66.4,3.1,Yes,19726.09
216,2024-04-07,C45800,B003,Rift Valley,Fixed Deposit,Transfer,Branch,335001.75,918616.23,38,Female,Farmer,105625.47,782,No,11.2,287,43.9,4.9,No,395118.37
217,2024-10-07,C15183,B014,Central,Fixed Deposit,Bill Payment,ATM,187169.59,313498.19,37,Male,Student,130655.61,491,No,8.8,180,29.8,4.3,No,229943.39
218,2024-09-15,C54081,B002,Nairobi,Current,Transfer,Mobile Banking,200769.77,752832.05,51,Male,Student,441169.8,538,No,5.6,132,67.0,3.3,No,232942.89
219,2024-01-30,C99960,B009,Western,Current,Bill Payment,Internet Banking,468048.76,1673783.12,36,Male,Civil Servant,182020.88,825,Yes,7.9,241,13.5,2.7,No,471562.38
220,2024-07-26,C29272,B006,Rift Valley,Savings,Loan Repayment,Internet Banking,76398.76,454038.62,27,Male,Student,223459.24,338,No,15.9,215,3.7,3.0,Yes,73528.97
221,2025-03-21,C70993,B015,Rift Valley,Fixed Deposit,Deposit,Mobile Banking,338994.69,1344766.48,37,Female,Civil Servant,493537.8,675,Yes,10.7,227,6.4,4.4,No,357731.22
222,2024-03-08,C89356,B015,Eastern,Fixed Deposit,Withdrawal,Mobile Banking,112936.88,852719.15,63,Male,Nurse,325735.11,423,No,9.2,242,13.9,1.6,No,99022.82
223,2024-07-09,C88518,B004,Eastern,Current,Transfer,Branch,460925.69,1985632.71,24,Male,Student,426735.71,499,Yes,5.5,208,79.6,4.6,No,486101.47
224,2024-12-24,C73600,B007,Western,Savings,Deposit,Internet Banking,98480.4,1870738.94,50,Male,Business,315954.9,723,Yes,14.7,83,99.0,1.2,No,104966.72
225,2025-10-11,C69082,B010,Western,Current,Loan Repayment,Branch,358883.38,934262.51,64,Female,Business,225791.17,835,No,6.0,124,27.8,1.4,No,346408.88
226,2025-10-20,C52100,B002,Central,Savings,Withdrawal,Mobile Banking,124161.1,220719.96,35,Male,Business,129905.83,789,No,12.8,82,39.7,1.1,No,100605.27
227,2025-09-19,C52217,B001,Western,Current,Loan Repayment,ATM,189531.41,874827.97,70,Male,Nurse,334128.62,449,Yes,8.8,126,30.3,2.7,No,172334.78
228,2024-06-27,C77474,B009,Central,Savings,Deposit,ATM,494207.53,1493058.21,19,Female,Nurse,265766.96,392,No,8.8,156,69.5,3.8,No,478614.02
229,2024-07-13,C12572,B013,Nairobi,Savings,Transfer,ATM,440909.04,1282951.24,72,Female,Business,492073.39,788,Yes,14.2,297,7.3,2.5,No,438478.76
230,2024-03-28,C64176,B003,Western,Current,Loan Repayment,Branch,79291.64,977622.09,66,Male,Student,397264.27,712,Yes,6.8,272,45.7,3.1,Yes,72238.98
231,2025-07-05,C67877,B004,Coast,Savings,Loan Repayment,Branch,449400.01,1801552.71,20,Female,Student,331198.86,539,Yes,7.2,226,69.1,3.3,No,497092.16
232,2024-07-23,C92915,B012,Western,Savings,Withdrawal,Branch,424106.33,1426362.19,51,Male,Engineer,161212.31,564,Yes,14.7,6,97.9,1.4,No,548738.38
233,2025-11-24,C47260,B003,Coast,Fixed Deposit,Withdrawal,ATM,261269.66,576951.54,62,Male,Farmer,336873.36,849,Yes,12.0,32,19.7,4.3,No,290294.69
234,2024-08-30,C86307,B012,Rift Valley,Fixed Deposit,Bill Payment,ATM,198437.72,555736.1,26,Male,Civil Servant,387198.48,322,No,6.7,274,18.1,3.7,Yes,206023.44
235,2025-07-15,C24536,B013,Rift Valley,Fixed Deposit,Deposit,Internet Banking,307985.48,668889.03,61,Female,Business,423799.1,784,Yes,12.0,12,17.1,5.0,Yes,290836.12
236,2024-10-24,C97508,B015,Rift Valley,Current,Deposit,Internet Banking,368992.54,416544.23,23,Female,Farmer,427104.18,541,No,17.1,138,81.8,3.0,Yes,466986.92
237,2025-03-30,C97616,B003,Rift Valley,Savings,Transfer,ATM,333165.54,30839.42,23,Male,Business,213557.98,594,No,1.4,197,82.7,1.7,Yes,341922.81
238,2024-02-05,C46042,B015,Rift Valley,Current,Transfer,ATM,198837.2,440267.58,45,Male,Farmer,395685.54,547,Yes,18.8,179,91.1,1.4,No,257081.74
239,2024-02-07,C98209,B005,Western,Current,Withdrawal,Mobile Banking,396380.89,936753.92,21,Female,Student,252923.51,612,No,19.1,2,71.8,3.9,Yes,431534.85
240,2024-11-13,C27159,B015,Nairobi,Savings,Transfer,Branch,106731.85,887927.77,24,Male,Business,192077.53,820,No,11.7,68,29.2,2.5,No,121320.87
241,2025-02-19,C17939,B013,Eastern,Current,Transfer,Internet Banking,442756.22,455085.62,20,Male,Nurse,341693.3,502,No,12.6,256,98.9,2.4,No,495477.37
242,2025-02-28,C70074,B006,Western,Fixed Deposit,Transfer,Mobile Banking,3870.14,1259070.96,73,Female,Student,384214.94,529,Yes,8.4,11,3.6,2.1,Yes,4471.52
243,2024-10-06,C41415,B015,Western,Fixed Deposit,Withdrawal,ATM,498188.74,871795.57,27,Female,Civil Servant,232905.09,820,No,5.2,213,89.1,3.8,No,597780.05
244,2025-01-29,C70327,B002,Rift Valley,Savings,Deposit,ATM,214664.33,1100489.7,57,Male,Student,491204.06,537,Yes,5.5,248,32.8,1.2,Yes,206088.41
245,2024-01-03,C69867,B006,Coast,Fixed Deposit,Bill Payment,Mobile Banking,426104.9,996136.66,55,Male,Student,385701.02,776,Yes,19.4,74,29.7,1.6,No,343603.97
246,2025-12-09,C79731,B014,Coast,Current,Deposit,ATM,376953.76,1201361.56,20,Female,Student,85012.09,321,Yes,3.5,66,19.8,2.7,No,368746.89
247,2024-04-21,C91039,B008,Coast,Current,Loan Repayment,Internet Banking,239461.65,815466.1,30,Male,Engineer,256146.08,402,No,19.0,255,22.9,2.3,Yes,259123.65
248,2024-04-19,C22180,B003,Central,Current,Deposit,Internet Banking,65948.24,1200080.29,37,Male,Civil Servant,85725.18,586,No,12.0,298,38.2,2.9,No,75176.64
249,2024-10-31,C82246,B012,Coast,Fixed Deposit,Loan Repayment,ATM,38428.13,951835.53,19,Male,Farmer,136141.11,645,No,10.2,291,40.7,3.0,Yes,40004.48
250,2024-12-19,C45472,B015,Rift Valley,Savings,Withdrawal,ATM,35030.94,464466.0,38,Male,Engineer,232900.69,766,No,12.2,212,24.7,4.0,Yes,36312.53
251,2025-11-12,C94731,B005,Western,Savings,Loan Repayment,Internet Banking,454815.52,1221936.73,42,Male,Business,477241.41,746,Yes,13.8,261,40.5,1.5,No,516443.17
252,2025-12-14,C84395,B008,Nairobi,Savings,Loan Repayment,Branch,273833.05,1641832.96,61,Female,Student,53622.01,441,Yes,12.6,200,56.3,4.7,Yes,257387.45
253,2024-04-07,C72874,B005,Western,Fixed Deposit,Bill Payment,Internet Banking,103613.54,1499345.9,71,Female,Farmer,342326.82,308,No,5.0,266,82.0,1.8,No,87945.55
254,2024-07-16,C99920,B004,Western,Fixed Deposit,Withdrawal,Mobile Banking,14450.05,1217253.14,29,Male,Civil Servant,128656.14,783,Yes,2.4,232,9.9,4.5,No,18365.19
255,2024-03-27,C47270,B007,Eastern,Fixed Deposit,Deposit,Mobile Banking,56141.03,1495422.72,53,Male,Civil Servant,208922.52,596,Yes,12.0,10,96.6,4.1,No,65726.05
256,2024-10-30,C34586,B002,Coast,Savings,Loan Repayment,Internet Banking,256117.12,672868.49,38,Male,Business,466460.29,409,Yes,12.8,231,15.8,3.2,Yes,214283.05
257,2025-09-13,C74166,B015,Rift Valley,Current,Loan Repayment,Mobile Banking,174942.54,631383.58,21,Female,Business,299455.73,338,Yes,13.4,117,8.8,1.8,Yes,169573.46
258,2024-11-08,C39839,B005,Western,Fixed Deposit,Loan Repayment,ATM,231220.92,433164.82,55,Male,Nurse,42607.77,753,Yes,10.9,199,99.3,3.8,No,241445.97
259,2025-03-15,C89787,B007,Rift Valley,Fixed Deposit,Loan Repayment,Mobile Banking,213593.61,841936.47,71,Female,Farmer,258194.39,699,No,4.5,156,22.2,3.3,Yes,246318.88
260,2025-08-02,C95772,B012,Rift Valley,Fixed Deposit,Deposit,Mobile Banking,215937.62,278054.18,23,Male,Engineer,241098.93,807,No,15.6,165,86.9,1.4,No,258191.32
261,2024-03-19,C16382,B008,Western,Savings,Loan Repayment,Internet Banking,278764.62,922450.56,74,Female,Teacher,118170.56,741,No,16.5,202,37.1,2.9,Yes,229106.09
262,2025-12-15,C84087,B002,Coast,Fixed Deposit,Transfer,ATM,268323.75,540800.26,41,Female,Student,18047.11,684,Yes,2.5,123,30.0,1.5,Yes,257015.93
263,2024-03-06,C84409,B011,Nairobi,Fixed Deposit,Transfer,Internet Banking,458556.35,804428.44,52,Female,Nurse,197425.51,719,No,19.1,247,44.1,1.6,Yes,404446.9
264,2024-06-13,C69375,B010,Western,Current,Withdrawal,Branch,300362.18,18253.18,44,Male,Farmer,448863.9,764,No,6.0,187,97.9,1.6,No,345422.06
265,2025-09-02,C52564,B003,Western,Fixed Deposit,Transfer,ATM,185556.24,1711419.57,35,Female,Farmer,472584.85,730,No,15.2,127,16.7,3.4,Yes,211838.54
266,2024-11-28,C92938,B011,Western,Savings,Withdrawal,Mobile Banking,302598.97,962830.98,48,Male,Student,355254.05,720,No,19.6,213,62.2,2.0,No,298033.01
267,2024-02-04,C78106,B012,Rift Valley,Current,Bill Payment,Branch,377080.73,352289.15,28,Male,Student,434327.37,414,No,4.5,293,24.0,4.3,Yes,450412.27
268,2024-03-11,C26918,B009,Coast,Savings,Bill Payment,Mobile Banking,190361.16,1043424.53,62,Female,Nurse,178089.41,555,No,15.9,67,10.4,4.5,Yes,239016.57
269,2025-12-05,C56818,B010,Western,Current,Transfer,Internet Banking,339754.24,576114.45,33,Female,Teacher,419419.79,420,No,4.1,265,67.2,1.5,No,433915.44
270,2024-03-11,C57426,B013,Coast,Current,Transfer,Internet Banking,494916.91,1119921.46,47,Female,Student,298145.7,763,Yes,6.6,144,8.4,4.5,Yes,526924.35
271,2025-08-04,C50910,B002,Rift Valley,Savings,Bill Payment,Branch,77237.78,941984.89,55,Female,Engineer,403221.39,336,Yes,5.9,174,4.5,2.2,Yes,65758.93
272,2025-04-04,C58343,B011,Western,Current,Withdrawal,Branch,332231.21,1521554.85,22,Female,Business,418032.87,576,Yes,6.5,81,73.8,2.7,Yes,280995.22
273,2025-11-01,C87835,B015,Central,Savings,Deposit,ATM,327066.91,455454.65,69,Male,Nurse,190482.19,552,No,2.5,115,69.1,1.8,No,332648.27
274,2025-03-20,C29898,B004,Western,Current,Loan Repayment,Branch,152181.01,839554.62,75,Male,Farmer,350578.57,361,No,20.0,296,14.5,2.2,No,150887.48
275,2025-05-12,C92290,B004,Central,Fixed Deposit,Withdrawal,ATM,490394.44,970222.62,42,Female,Student,251285.35,547,Yes,19.3,191,30.1,3.4,Yes,499074.03
276,2024-12-28,C65274,B002,Western,Fixed Deposit,Bill Payment,ATM,237979.68,422589.68,48,Male,Student,327788.47,772,No,1.8,209,91.8,4.5,No,202581.84
277,2024-11-06,C16906,B009,Coast,Savings,Withdrawal,ATM,163253.66,120427.9,61,Female,Teacher,234135.09,814,Yes,6.9,264,53.7,3.7,No,185530.82
278,2025-09-17,C59067,B003,Coast,Fixed Deposit,Bill Payment,Mobile Banking,363617.04,1706474.32,52,Male,Engineer,244502.1,565,Yes,17.0,152,43.7,1.5,No,435444.84
279,2024-08-31,C84514,B004,Central,Savings,Transfer,Mobile Banking,354734.16,1084343.48,63,Male,Farmer,100861.01,795,No,11.5,251,67.2,4.3,No,345150.19
280,2024-10-01,C83092,B010,Central,Current,Bill Payment,Branch,381567.89,1124821.27,29,Male,Student,16827.14,337,Yes,4.8,115,32.5,1.7,Yes,481897.36
281,2025-12-02,C62981,B009,Eastern,Savings,Bill Payment,Branch,363346.32,802516.43,31,Female,Farmer,204541.33,453,No,7.6,212,52.3,3.4,No,369809.89
282,2024-12-23,C71781,B001,Coast,Current,Transfer,Internet Banking,235260.75,1058610.79,53,Male,Civil Servant,363864.49,743,No,18.7,179,6.0,3.5,No,275328.35
283,2025-07-09,C46220,B003,Rift Valley,Savings,Bill Payment,Internet Banking,387090.26,370009.1,41,Female,Farmer,143422.37,504,Yes,13.6,191,67.1,3.6,Yes,324763.09
284,2025-07-30,C97564,B009,Central,Savings,Deposit,Mobile Banking,129092.93,133619.59,56,Male,Farmer,260630.95,677,No,7.3,225,58.4,3.8,Yes,133991.94
285,2025-03-12,C61863,B002,Coast,Fixed Deposit,Transfer,Mobile Banking,96673.53,1037754.5,33,Male,Engineer,265161.94,729,No,12.7,279,80.1,1.5,Yes,113088.76
286,2025-08-06,C27004,B001,Central,Current,Deposit,Internet Banking,20525.21,1887714.25,65,Male,Engineer,420770.22,649,Yes,7.9,242,69.4,2.9,Yes,24659.93
287,2024-12-07,C68701,B009,Western,Savings,Deposit,Internet Banking,446760.37,1000800.37,56,Male,Farmer,41802.94,670,No,19.9,98,25.1,2.9,No,502149.16
288,2025-06-29,C11758,B001,Rift Valley,Savings,Bill Payment,ATM,380111.0,357603.78,39,Male,Civil Servant,103952.72,474,Yes,4.5,283,93.7,3.6,No,470539.91
289,2024-05-20,C17095,B013,Central,Fixed Deposit,Deposit,Branch,470845.73,682384.16,68,Male,Farmer,360129.03,349,Yes,7.4,112,7.9,4.4,Yes,406427.2
290,2024-06-20,C28479,B014,Central,Fixed Deposit,Transfer,Mobile Banking,273165.1,1025402.42,28,Male,Student,424807.59,513,Yes,12.3,43,59.5,4.6,Yes,236462.66
291,2024-01-02,C82263,B004,Western,Current,Deposit,ATM,59253.49,1129891.57,33,Male,Farmer,465574.33,820,No,8.1,78,15.1,2.3,Yes,65809.79
292,2025-12-24,C10169,B010,Eastern,Fixed Deposit,Transfer,ATM,109522.87,1184294.25,27,Male,Teacher,114059.84,587,No,14.0,183,42.7,2.8,No,102013.47
293,2025-05-09,C81220,B006,Coast,Fixed Deposit,Deposit,ATM,117227.3,1173069.11,68,Male,Nurse,288037.61,422,No,12.3,212,96.5,3.4,No,98251.56
294,2024-02-12,C37396,B005,Nairobi,Current,Bill Payment,Internet Banking,151641.44,1457358.94,34,Male,Teacher,141654.53,323,Yes,2.7,268,54.6,4.0,Yes,192648.77
295,2025-08-02,C39907,B005,Western,Current,Deposit,Internet Banking,186408.67,1549267.22,55,Female,Teacher,48922.23,340,Yes,11.4,143,84.6,4.7,No,185813.24
